VISIBLE OUTPUT INVENTORY
17 files | 2508 unique strings
==========================================================================================
Format: [REPO] | [FILE] | [CLASSIFICATION] | [FIELD] | TEXT
==========================================================================================


──────────────────────────────────────────────────────────────────────────────────────────
ACTIVE PRIMARY SOURCES  (2144 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña | Payments Strategy, Product Economics &amp; Commercialization
[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 3120000, railCost: 498000, conversionRevenue: 580000, liquidityDrag: 290000, exceptions: 94000, supportCost: 88000, volume: 9200, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Northgate Capital
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 1950000, railCost: 180000, conversionRevenue: 95000, liquidityDrag: 72000, exceptions: 22000, supportCost: 41000, volume: 5100, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Solara Payments
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 890000, railCost: 44000, conversionRevenue: 12000, liquidityDrag: 18000, exceptions: 8000, supportCost: 29000, volume: 142000, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Crescent Logistics
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 620000, railCost: 88000, conversionRevenue: 72000, liquidityDrag: 55000, exceptions: 31000, supportCost: 38000, volume: 7800, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Atlas Commodities
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 2210000, railCost: 420000, conversionRevenue: 310000, liquidityDrag: 248000, exceptions: 118000, supportCost: 71000, volume: 3900, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Veritas Healthcare
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 310000, railCost: 18000, conversionRevenue: 0, liquidityDrag: 8000, exceptions: 4000, supportCost: 22000, volume: 48000, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Pinnacle Asset Mgmt
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 1680000, railCost: 210000, conversionRevenue: 240000, liquidityDrag: 135000, exceptions: 29000, supportCost: 48000, volume: 4200, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | TerraFin Services
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 540000, railCost: 28000, conversionRevenue: 0, liquidityDrag: 11000, exceptions: 6000, supportCost: 31000, volume: 210000, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Orion Energy Corp
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , grossRevenue: 1890000, railCost: 355000, conversionRevenue: 220000, liquidityDrag: 198000, exceptions: 88000, supportCost: 55000, volume: 6100, corridors: [
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Domestic Wire
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Virtual Card
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , textTransform:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | 'Syne', sans-serif
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | 'DM Mono', monospace
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , alignItems:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , position:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , background: isNet ? `linear-gradient(90deg, ${C.accentDim}, ${C.accent})` : color, borderRadius: 4, opacity: isNet ? 1 : 0.85, transition:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , right: 8, top:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , transform:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 11, color: C.text, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | ? b.net - a.net : sortBy ===
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , background: C.bg, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , justifyContent:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , gridTemplateColumns:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Gross Revenue
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Fees + FX margin
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Net Contribution
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | value={fmt(portfolio.railCost)} sub={pct(portfolio.railCost, portfolio.grossRevenue + portfolio.conversionRevenue) +
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Liquidity Drag
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Prefunding & liquidity
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Exception Cost
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Portfolio Margin Waterfall
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Gross revenue to net contribution
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | + Conversion & spread revenue
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | − Network & Scheme Fees
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | − Liquidity & intermediary cost
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | − Operational & Exception Cost
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | − Other Cost Allocation
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | NET CONTRIBUTION
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Client Revenue Concentration
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Top 10 by gross contribution
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | tick={{ fill: C.muted, fontSize: 10, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | fill={`${C.accent}33`} radius={[3, 3, 0, 0]} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | fill={C.green} radius={[3, 3, 0, 0]} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Rail cost Efficiency Matrix
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Unit cost vs. volume vs. STP rate
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Client Profitability Ranking
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Transaction-level margin attribution by client
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , gap: 8, alignItems:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , borderCollapse:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Conversion & spread revenue
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , textAlign:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 10, color: C.muted, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , letterSpacing:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | : c.netPct > 20 ?
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 11, color: C.muted, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | }}>{String(i + 1).padStart(2,
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 12, color: C.text, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 12, color: C.red, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 12, color: C.green, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 12, color: C.amber, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 13, fontWeight: 600, color: c.net > 0 ? C.green : C.red, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , fontSize: 12, color: statusColor, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Net contribution by flow type — grow, defend, optimize, exit classification
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.green } : netPct > 25 ? { label:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.accent } : netPct > 10 ? { label:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.amber } : { label:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Rail + Liquidity
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , background: quadrant.color, borderRadius: 2, transition:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Portfolio Strategy Matrix
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | AI-generated flow investment recommendations
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.green, items: corridorData.filter(c => c.netPct > 40).map(c => c.flow), desc:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.accent, items: corridorData.filter(c => c.netPct > 25 && c.netPct <= 40).map(c => c.flow), desc:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.amber, items: corridorData.filter(c => c.netPct > 10 && c.netPct <= 25).map(c => c.flow), desc:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.red, items: corridorData.filter(c => c.netPct <= 10).map(c => c.flow), desc:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Rail cost & Performance Analysis
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Multi-rail infrastructure economics
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | tick={{ fill: C.muted, fontSize: 11, fontFamily:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | orientation=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Unit Cost ($)
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | stroke={C.accent} strokeWidth={2} dot={{ fill: C.accent, r: 4 }} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Portfolio Performance Trends
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | 12-month rolling margin and exception analysis
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | stroke={C.accent} strokeWidth={2} dot={{ fill: C.accent, r: 3 }} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | stroke={C.green} strokeWidth={2} dot={{ fill: C.green, r: 3 }} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | radius={[3, 3, 0, 0]} name=
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | AI Trend Narrative
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Model-generated strategic assessment
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.green, title:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | Gross revenue grew 62.0% over the 12-month period with net margin compressing from 22.0% to 21.8% — slight margin pressure despite strong volume growth, consistent with rail cost inflation on SWIFT MX flows.
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.amber, title:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | October exception spike of $61K correlates with new flow onboarding. Exception costs have since trended down 49% — structural improvement, not seasonal. Recommend STP target of 97.5% for SWIFT flows.
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | , color: C.accent, title:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.string] | FedNow and RTP adoption remain underweight relative to eligible volume. Migrating 20% of low-value wire volume to instant rails would reduce rail cost by an estimated $118K annually at current volumes.
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | 0 ? C.green : delta
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | b.net - a.net), []); // Waterfall for portfolio const waterfallTotal = portfolio.grossRevenue + portfolio.conversionRevenue; const tabs = ["overview", "clients", "flows", "rails", "trends"]; return (
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | PAYMENT PROFITABILITY ENGINE
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | MODEL 01 — ECONOMIC CORE · LAYER 1
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | AI INSIGHT:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | Liquidity drag represents
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | of gross revenue — the single largest margin compression driver after rail costs. Flow prefunding optimization could recover
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | per transaction
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | ); })}
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | 20 ? "WATCH" : "AT RISK"; return (
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | net contribution
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | )}
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | Net margin:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | · Cost ratio:
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | 25 && c.netPct
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | 10 && c.netPct
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | ) }
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | REVENUE VS NET MARGIN TREND ($000s)
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | EXCEPTION COST TREND ($000s)
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | PAYMENT PROFITABILITY ENGINE · MODEL 01 · ECONOMIC CORE · CARLOS UREÑA PAYMENTS STRATEGY
[ai-payments-portfolio] | [Model01_ProfitabilityEngine.jsx] | [JSX.text] | PROTOTYPE · SYNTHETIC DATA · Q1 2025
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.green, unitCost: 0.12, minHrs: 2, maxHrs: 24, maxAmt: 1000000, stpRate: 99.2, finality:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.blue, unitCost: 8.50, minHrs: 0.25, maxHrs: 4, maxAmt: null, stpRate: 96.8, finality:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , unitCost: 0.06, minHrs: 0, maxHrs: 0.08, maxAmt: 1000000, stpRate: 99.6, finality:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , unitCost: 0.045,minHrs: 0, maxHrs: 0.08, maxAmt: 500000, stpRate: 99.8, finality:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.amber, unitCost: 18.40, minHrs: 2, maxHrs: 24, maxAmt: null, stpRate: 91.2, finality:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , domestic:true, purpose:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , currentRail:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , domestic:false, purpose:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Cost Efficiency
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , value: { Instant: 100,
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , borderRadius: 3, background: bg || `${color}18`, color: color || T.inkMid, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | 'IBM Plex Mono', monospace
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , background: color, borderRadius: 2, transition:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | 'Playfair Display', serif
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Playfair Display
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | || (filterType ===
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , background: T.bg, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | IBM Plex Sans
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | RAILS ACTIVE
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | SAVINGS OPP.
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Rail Optimizer
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Payment Queue
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Rail Comparison
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Savings Analysis
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | style={{ display:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , v: selectedPayment.domestic ?
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Cross-border
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.inkFaint, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , flexDirection:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , background: T.green, color:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , borderRadius: 3, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , background: T.amber, color:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , v: r.settlementTime, good: r.settlementTime.includes(
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , v: r.finality, good: r.finality ===
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | CROSS-BORDER
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Current Rail
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Current Cost
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Recommended Rail
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 9, color:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , borderBottom: `1px solid #333`, whiteSpace:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 11, color: T.green, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 11, color: T.ink, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | }}><Chip label={p.domestic ?
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 11, color: T.inkMid, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 11, color: T.red, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , fontSize: 11, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | tick={{ fill: T.inkFaint, fontSize: 10, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | tick={{ fill: T.inkMid, fontSize: 11, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Settlement Window
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , v: r.maxAmt ? fmt(r.maxAmt) :
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , v: [r.domestic &&
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , r.xborder &&
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | ].filter(Boolean).join(
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Avg. Current Cost
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | per transaction (queue avg)
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Avg. Optimized Cost
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | after rail optimization
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Cost Reduction
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | vs. current routing defaults
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Payments Analyzed
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | in current queue
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | tick={{ fill: T.inkFaint, fontSize: 11, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , angle: -90, position:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , style: { fill: T.inkFaint, fontSize: 10, fontFamily:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Current Routing
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | Optimized Routing
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.green, title:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , body: `${PAYMENT_QUEUE.filter(p => p.currentRail ===
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.blue, title:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , color: T.amber, title:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , background: T.blueLt, borderRadius: 8, border: `1px solid ${T.blue}22`, display:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.string] | , gap: 12, alignItems:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | (filterUrgency === "all" || p.urgency === filterUrgency) && (filterType === "all" || (filterType === "domestic" ? p.domestic : !p.domestic)) ), [filterUrgency, filterType]); const tabs = ["optimizer", "queue", "rails", "savings"]; return (
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | RAIL ECONOMICS ANALYZER
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | MODEL 02 — INFRASTRUCTURE INTELLIGENCE · LAYER 2
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Select Payment
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | CURRENT ROUTING
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Routing Recommendation
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | No eligible rails for this payment configuration.
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | ) : (
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | }
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | 0 && (
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | COST SAVING vs. current routing:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Current rail is already cost-optimal.
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Score advantage is driven by speed / STP / finality factors.
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Full Payment Queue — Optimized Routing
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | 0 ? T.green : saving
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Rail Capability Comparison
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | MULTI-DIMENSION RAIL SCORING
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | UNIT COST PER TRANSACTION ($)
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Rail Distribution Shift — Current vs. Optimized
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | Optimization Insights
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | p.currentRail === "FEDWIRE" && p.domestic && p.amount
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | MODEL 01 CONNECTION:
[ai-payments-portfolio] | [Model02_RailOptimizer.jsx] | [JSX.text] | RAIL ECONOMICS ANALYZER · MODEL 02 · CARLOS UREÑA PAYMENTS STRATEGY PORTFOLIO
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | United States
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , flag_from:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , flowMaturity:
